name;real_name;Creador;creation_date;superpowers;intelligence_score;strength_score;speed_score;durability_score;Creador;type_race;height ;weight ;has_telepathy;has_magic;has_immortality
Alphonse Elric (younger brother);;Dark_Horse_Comics;14/2/41;;59;92;26;57;Neutral;Human;102.5;861.35;0.0;0.0;0.0
"Father (""""uncle"""""; deceased);Other;15/12/56;;47;29;16;54;Bad;Other;274.44;757.52;0.0;0.0;0.0
"Homunculi (""""cousins"""""; deceased);Lego;30/8/45;;66;16;12;15;Bad;Human;210.32;709.69;0.0;1.0;1.0
Winry Rockbell (wife) [post-manga/2009 anime];;Other;15/4/23;;71;41;35;11;Neutral;Other;127.2;676.03;0.0;0.0;0.0
Yuriy Rockbell (father-in-law; deceased);DC_Comics;24/7/84;;50;64;38;53;Neutral;Human;107.64;69.02;0.0;0.0;0.0
Sarah Rockbell (mother-in-law; deceased);Other;14/3/11;;76;38;40;51;Neutral;Human;193.05;778.36;1.0;0.0;0.0
Pinako Rockbell (grandmother-in-law);;Marvel_Comics;9/6/62;;26;35;39;85;Neutral;MetaHuman;286.81;159.74;0.0;1.0;0.0
Son (older child);;Lego;19/5/04;;61;23;29;50;Good;God_Eternal;172.1;472.56;0.0;0.0;0.0
Daughter (younger child);;DC_Comics;7/7/72;;60;60;10;58;Neutral;Mutant;178.75;827.45;0.0;0.0;0.0
Edward Kenway;Edward Kenway;Shueisha;13/2/40;Agility, Energy Manipulation, Marksmanship, Master Tactician, Peak Human Condition, Stamina, Stealth, Vision - Cryo, Weapons Master;90;36;59;42;Good;Other;183.25;261.0;1.0;0.0;0.0
Egg Fu;Chang Tzu;DC_Comics;7/6/39;Cold Resistance, Duplication, Explosion Manipulation, Intelligence, Jump, Natural Weapons, Power Suit, Resurrection, Super Strength, Technopath/Cyberpath, Toxin and Disease Resistance, Weapon-based Powers;79;16;91;60;Neutral;Alien;134.01;714.89;0.0;0.0;0.0
Ego (MCU);Ego;Other;26/7/17;Durability, Element Control, Energy Manipulation, Flight, Immortality, Intelligence, Invulnerability, Light Control, Matter Manipulation, Molecular Manipulation, Self-Sustenance, Shapeshifting, Super Strength;96;25;5;32;Bad;Human;57.59;470.41;0.0;0.0;1.0
Ego;Ego;Lego;21/12/18;;30;98;23;79;Good;Alien;171.01;874.91;0.0;0.0;0.0
El Diablo (DCEU);Chato Santana;Marvel_Comics;8/7/61;Element Control, Fire Control, Fire Resistance, Super Strength;32;19;48;49;Bad;Mutant;147.2;587.39;0.0;0.0;0.0
El Diablo;Chato Santana;Marvel_Comics;15/11/82;Fire Control, Heat Generation, Immortality, Resurrection;76;26;65;42;Good;God_Eternal;65.84;767.29;0.0;0.0;1.0
Elastigirl;Helen Parr;Marvel_Comics;27/12/99;;98;20;47;89;Bad;Alien;295.53;899.68;0.0;1.0;0.0
Electro (SONY);Max Dillon;Lego;29/5/03;Accelerated Healing, Electrical Transport, Electrokinesis, Endurance, Energy Absorption, Energy Beams, Energy Blasts, Flight, Intelligence, Self-Sustenance, Stamina, Super Speed;67;52;52;54;Neutral;Alien;93.29;601.74;1.0;0.0;0.0
Electro;Maxwell Dillon;DC_Comics;12/10/94;Electrical Transport, Electrokinesis, Super Speed;92;57;34;43;Neutral;MetaHuman;192.85;261.19;0.0;0.0;0.0
Elektra (Fox);Elektra Natchios;Lego;14/10/89;Agility, Peak Human Condition, Weapon-based Powers, Weapons Master;80;17;16;21;Neutral;Mutant;267.59;255.75;0.0;0.0;0.0
Elektra (MCU);Elektra Natchios;Other;25/7/72;Agility, Dexterity, Durability, Intelligence, Reflexes, Stamina, Super Speed, Super Strength, Weapons Master;33;24;45;84;Good;MetaHuman;191.93;165.55;0.0;1.0;1.0
Elektra;Elektra Natchios;Shueisha;19/5/36;Agility, Danger Sense, Hypnokinesis, Intelligence, Marksmanship, Peak Human Condition, Stealth, Telepathy, Telepathy Resistance, Weapons Master;99;17;44;68;Good;Alien;290.41;352.01;0.0;0.0;0.0
Elle Bishop;;Other;5/4/89;Electrokinesis;38;98;5;97;Good;Mutant;13.1;428.3;0.0;0.0;0.0
Elongated Man (CW);Ralph Dibny;Lego;8/5/16;;42;43;92;19;Bad;Human;18.01;162.9;1.0;0.0;0.0
Elongated Man;Ralph Dibny;Marvel_Comics;20/5/44;;33;83;49;18;Good;God_Eternal;227.52;76.14;0.0;1.0;0.0
Emma Frost (FOX);Emma Grace Frost;Lego;25/8/42;Durability, Illusions, Invulnerability, Mind Blast, Super Strength, Telepathy, Telepathy Resistance;59;9;60;59;Bad;MetaHuman;188.93;379.91;0.0;0.0;0.0
Emma Frost;Emma Frost;Dark_Horse_Comics;23/5/81;Agility, Astral Projection, Biokinesis, Density Control, Electrokinesis, Empathy, Energy Blasts, Fire Resistance, Heat Resistance, Illusions, Invisibility, Invulnerability, Memory Manipulation, Mind Control, Mind Control Resistance, Natural Armor, Pain Manipulation, Possession, Power Augmentation, Power Nullifier, Reflexes, Shapeshifting, Sleep Manipulation, Stamina, Super Speed, Super Strength, Telekinesis, Telepathy, Telepathy Resistance, Vitakinesis;36;93;49;77;Bad;Human;22.45;630.62;0.0;0.0;0.0
Enchantress (DCEU);June Moone;Lego;18/12/60;Durability, Element Control, Energy Absorption, Energy Beams, Energy Blasts, Energy Manipulation, Hypnokinesis, Intangibility, Invulnerability, Magic, Resurrection, Super Strength, Telekinesis, Teleportation, Wallcrawling, Weather Control;59;7;7;21;Good;Mutant;137.63;373.23;0.0;0.0;0.0
Energy;;Other;5/12/56;;38;74;5;8;Bad;Human;154.41;435.63;1.0;0.0;0.0
Eradicator;Eradicator;DC_Comics;4/2/63;Absorption, Element Control, Energy Absorption, Energy Manipulation, Fire Resistance, Flight, Intelligence, Invulnerability, Jump, Regeneration, Soul Manipulation, Super Speed, Super Strength, Toxin and Disease Resistance, Vision - Heat, Vision - X-Ray;52;41;26;93;Bad;Human;178.98;459.5;0.0;0.0;0.0
Erik Killmonger;N'Jadaka;Other;4/4/17;;29;49;33;32;Good;Human;53.81;900.43;0.0;0.0;1.0
Eru Iluvatar;Eru;Dark_Horse_Comics;7/3/88;Death Touch, Element Control, Elemental Transmogrification, Empathy, Energy Constructs, Energy Manipulation, Force Fields, Gravity Control, Illumination, Illusions, Immortality, Intelligence, Invisibility, Matter Manipulation, Mind Control, Molecular Manipulation, Nigh-Omnipotent, Nigh-Omnipresent, Nigh-Omniscient, Omnipotent, Omnipresent, Omniscient, Omnitrix, Plant Control, Precognition, Probability Manipulation, Resurrection, Telepathy;59;84;52;27;Good;Alien;182.77;301.18;0.0;0.0;0.0
Ethan Hunt;Ethan Hunt;DC_Comics;23/7/96;;65;55;7;25;Good;Mutant;38.62;546.27;0.0;1.0;0.0
Etrigan;Jason Blood;Lego;25/3/77;;100;87;98;58;Neutral;Human;25.02;188.15;1.0;0.0;0.0
Evie Frye;Evie Frye;Marvel_Comics;2/7/43;Agility, Danger Sense, Durability, Intelligence, Marksmanship, Master Martial Artist, Master Tactician, Peak Human Condition, Reflexes, Stamina, Stealth, Vision - Cryo, Weapons Master;79;13;10;70;Good;MetaHuman;263.84;606.57;0.0;0.0;0.0
Evil Deadpool;Wade Wilson;Other;9/6/65;Accelerated Healing, Agility, Dimensional Awareness, Immortality, Longevity, Marksmanship, Mind Control Resistance, Reflexes, Regeneration, Stamina, Stealth, Telepathy Resistance, Teleportation, Toxin and Disease Resistance, Weapon-based Powers, Weapons Master;10;48;5;91;Good;Other;145.27;177.36;0.0;0.0;0.0
Evil Nya;Nya;Dark_Horse_Comics;15/4/17;Absorption, Agility, Audio Control, Darkforce Manipulation, Dimensional Travel, Durability, Element Control, Endurance, Insanity, Peak Human Condition, Reflexes, Telekinesis, Vaporising Beams;73;55;56;78;Bad;MetaHuman;136.64;858.58;0.0;1.0;1.0
Evilhawk;Dargin Bokk ;Other;28/6/52;;58;7;71;40;Good;Other;95.07;244.42;0.0;0.0;0.0
Executioner;Skurge;Shueisha;23/8/66;Agility, Dimensional Travel, Durability, Enhanced Senses, Heat Generation, Invulnerability, Longevity, Magic Resistance, Marksmanship, Reflexes, Stamina, Stealth, Super Breath, Super Speed, Super Strength, Weapon-based Powers, Weapons Master;84;75;12;83;Neutral;MetaHuman;241.98;103.57;0.0;0.0;0.0
Exodus;Bennet du Paris ;Other;30/4/48;;35;12;48;87;Neutral;MetaHuman;40.02;828.83;1.0;0.0;0.0
Ezio Auditore da Firenze;Ezio Auditore da Firenze;Lego;7/11/51;;43;54;76;95;Neutral;MetaHuman;14.29;403.23;0.0;1.0;0.0
Fabian Cortez;Fabian Cortez;Other;20/7/97;;72;20;34;11;Neutral;MetaHuman;245.95;75.62;0.0;0.0;0.0
Faceless Man;;DC_Comics;22/2/91;;50;38;60;71;Neutral;God_Eternal;260.92;940.51;0.0;0.0;0.0
Falcon;Sam Wilson;Marvel_Comics;13/4/63;Animal Oriented Powers, Flight, Gliding, Telepathy;55;86;15;13;Bad;God_Eternal;254.81;116.7;0.0;0.0;0.0
Fallen One II;;Other;3/8/41;;21;32;81;99;Neutral;Alien;84.3;210.87;1.0;0.0;0.0
Fandral (MCU);Fandral;Lego;3/11/50;Accelerated Healing, Agility, Dexterity, Durability, Endurance, Longevity, Reflexes, Stamina, Weapon-based Powers, Weapons Master;88;82;50;35;Neutral;Human;160.46;758.23;0.0;0.0;0.0
Fandral;;Shueisha;23/9/11;Accelerated Healing, Agility, Energy Resistance, Heat Resistance, Longevity, Regeneration, Stamina, Super Speed, Super Strength, Weapons Master;27;67;16;30;Bad;Human;222.64;560.71;0.0;0.0;1.0
Fangtom;Fangtom;Shueisha;14/8/70;Accelerated Healing, Agility, Animal Attributes, Animal Control, Animal Oriented Powers, Camouflage, Cold Resistance, Dexterity, Durability, Endurance, Enhanced Hearing, Enhanced Memory, Enhanced Senses, Enhanced Sight, Enhanced Smell, Enhanced Touch, Heat Resistance, Intelligence, Invulnerability, Jump, Longevity, Marksmanship, Natural Armor, Natural Weapons, Peak Human Condition, Reflexes, Self-Sustenance, Stamina, Substance Secretion, Summoning, Super Speed, Super Strength, Toxin and Disease Control, Vision - Microscopic, Vision - Night, Weapons Master;63;13;78;71;Neutral;MetaHuman;122.34;275.93;0.0;0.0;0.0
Fëanor;;Shueisha;22/1/68;;36;43;7;66;Good;Human;167.51;13.35;0.0;1.0;0.0
Faora (DCEU);Faora-Ul;Shueisha;1/8/38;Accelerated Healing, Agility, Durability, Energy Absorption, Enhanced Hearing, Enhanced Senses, Flight, Longevity, Reflexes, Stamina, Super Breath, Super Speed, Super Strength, Vision - Heat, Vision - Telescopic, Vision - X-Ray;77;70;62;73;Bad;Mutant;235.07;881.34;1.0;0.0;0.0
Faora;Faora Hu-Ul;Marvel_Comics;5/5/95;Accelerated Healing, Durability, Energy Absorption, Enhanced Hearing, Enhanced Senses, Flight, Hypnokinesis, Intelligence, Invulnerability, Jump, Longevity, Stamina, Super Breath, Super Speed, Super Strength, Vision - Heat, Vision - Microscopic, Vision - Telescopic, Vision - X-Ray;55;17;28;84;Bad;God_Eternal;161.47;417.9;0.0;0.0;0.0
Fatale;Real name unknown;Shueisha;3/10/56;;9;30;75;97;Neutral;Mutant;134.0;545.3;0.0;0.0;0.0
Felix Faust;Dekan Drache;Shueisha;30/11/84;Accelerated Healing, Enhanced Sight, Illusions, Immortality, Intelligence, Invisibility, Longevity, Magic, Possession, Reality Warping, Resurrection, Telepathy, Teleportation;99;49;55;95;Good;Alien;42.63;752.88;0.0;1.0;1.0
Fenris (MCU);Fenris;DC_Comics;9/4/87;Animal Attributes, Animal Oriented Powers, Durability, Invulnerability, Super Strength;97;85;53;46;Neutral;Other;14.87;129.67;0.0;0.0;0.0
Feral;Maria Callasantos;DC_Comics;8/12/67;;44;75;68;46;Bad;MetaHuman;119.89;283.78;0.0;0.0;0.0
Fin Fang Foom;;Other;22/7/16;Accelerated Healing, Durability, Flight, Longevity, Possession, Shapeshifting, Stamina, Substance Secretion, Super Strength, Telepathy;13;60;14;77;Bad;Human;284.7;421.53;1.0;0.0;0.0
Fire;;Lego;21/3/44;Element Control, Fire Control, Fire Resistance, Flight, Intangibility;97;29;65;71;Neutral;God_Eternal;192.04;307.59;0.0;1.0;0.0
Firefist (FOX);Russell Collins;Shueisha;28/5/97;Element Control, Fire Control;7;61;62;50;Bad;Alien;146.91;281.48;0.0;0.0;0.0
Firelord;Pyreus Kril;Dark_Horse_Comics;5/6/06;Durability, Energy Blasts, Energy Manipulation, Fire Control, Flight, Heat Resistance;48;18;9;30;Good;Alien;75.4;835.74;0.0;0.0;0.0
Firestar;Angelica Jones;Lego;22/11/53;Energy Blasts, Energy Manipulation, Energy Resistance, Enhanced Senses, Flight, Heat Generation;72;52;56;76;Good;Mutant;25.92;75.1;0.0;0.0;0.0
Firestorm (CW);Ronald Raymond;Other;1/2/57;Absorption, Density Control, Durability, Energy Absorption, Energy Blasts, Energy Constructs, Energy Manipulation, Fire Control, Fire Resistance, Flight, Heat Generation, Heat Resistance, Intelligence, Marksmanship, Matter Manipulation, Melting, Molecular Dissipation, Molecular Manipulation, Stamina, Super Strength;91;59;40;87;Bad;Other;233.26;133.55;1.0;0.0;0.0
Firestorm II (CW);Jefferson Jackson;Other;30/3/72;;23;75;10;97;Neutral;MetaHuman;95.55;672.26;0.0;0.0;0.0
Firestorm;Ronald Raymond;Other;12/4/07;;62;98;23;67;Bad;MetaHuman;211.52;142.28;0.0;0.0;1.0
First Spinjitzu Master;Unknown;Shueisha;25/11/38;Absorption, Acausality, Accelerated Healing, Agility, Animal Control, Anti-Gravity, Audio Control, Bullet Time, Clairvoyance, Cold Resistance, Creation, Cryokinesis, Darkforce Manipulation, Dexterity, Dimensional Travel, Durability, Electrokinesis, Element Control, Endurance, Energy Absorption, Energy Armor, Energy Beams, Energy Blasts, Energy Constructs, Energy Manipulation, Energy Resistance, Enhanced Memory, Enhanced Senses, Enhanced Smell, Enhanced Touch, Existence Erasure, Fire Control, Fire Resistance, Flight, Force Fields, Gravity Control, Grim Reaping, Heat Resistance, Illusions, Intangibility, Intelligence, Invisibility, Invulnerability, Life Manipulation, Longevity, Matter Manipulation, Mind Control, Mind Control Resistance, Molecular Immobilization, Nigh-Omnipotent, Non-Physical Interaction, Plant Control, Portal Creation, Power Mimicry, Power Nullifier, Precognition, Reality Warping, Reflexes, Regeneration, Resurrection, Self-Sustenance, Shapeshifting, Smoke Manipulation, Soul Manipulation, Stamina, Statistics Amplification, Summoning, Super Speed, Super Strength, Technopath/Cyberpath, Telekinesis, Telepathy, Teleportation, Terrakinesis, Time Manipulation, Time Travel, Timeframe Control, Toxin and Disease Control, Toxin and Disease Resistance, Water Control, Weapon Creation, Weapons Master, Weather Control, Wind Control;32;34;35;56;Bad;Other;290.08;889.46;0.0;0.0;0.0
Garmadon (son);;DC_Comics;24/5/38;;45;11;28;54;Neutral;God_Eternal;144.34;708.72;0.0;1.0;0.0
Wu (son);;Other;23/11/69;;63;11;67;41;Bad;Mutant;224.4;710.61;1.0;0.0;0.0
Misako (daughter-in-law);;Lego;19/5/94;;83;5;53;99;Good;Mutant;217.29;886.14;0.0;0.0;0.0
Fixer;Paul Norbert Ebersol;Marvel_Comics;26/5/18;;62;47;38;42;Good;Alien;247.89;810.05;0.0;1.0;1.0
Flash (CW);Barry Allen;DC_Comics;21/1/22;;89;77;39;53;Good;Mutant;296.33;41.72;0.0;0.0;0.0
Flash Gordon;Steven Gordon;Marvel_Comics;1/9/47;Agility, Intelligence, Marksmanship, Stamina, Weapons Master;30;91;67;72;Neutral;Alien;76.17;244.06;0.0;0.0;0.0
Flash III;Wally West;Shueisha;11/8/03;;24;22;41;18;Bad;MetaHuman;232.78;856.22;1.0;0.0;0.0
Flash (Injustice);Barry Allen;Marvel_Comics;25/11/03;Accelerated Healing, Agility, Dimensional Travel, Electrokinesis, Intangibility, Peak Human Condition, Reflexes, Regeneration, Super Speed, Time Travel;10;83;63;24;Neutral;MetaHuman;90.92;233.64;0.0;1.0;0.0
Flash IV;Bartholomew Allen II;Marvel_Comics;8/8/42;;69;75;44;77;Neutral;God_Eternal;125.24;308.43;0.0;0.0;0.0
Flash Thompson;Eugene Thompson;DC_Comics;29/8/50;;92;54;10;23;Bad;Human;297.47;848.26;0.0;0.0;0.0
Flash;Jay Garrick;Shueisha;10/6/49;;11;41;25;93;Neutral;MetaHuman;199.92;187.33;0.0;0.0;0.0
Forbush-Man;Forbush;DC_Comics;1/11/71;;34;94;75;39;Neutral;Human;245.02;510.38;1.0;0.0;0.0
Forge;;Lego;4/6/11;;84;80;85;63;Good;MetaHuman;296.84;307.49;0.0;0.0;0.0
Frank Zhang;Frank Zhang;Shueisha;4/2/63;Agility, Durability, Endurance, Invulnerability, Magic, Shapeshifting, Super Strength, Weapons Master;36;75;81;29;Good;MetaHuman;213.83;234.49;0.0;0.0;1.0
Emily Zhang (mother);;Shueisha;12/9/06;;46;75;16;83;Neutral;God_Eternal;173.5;455.06;0.0;0.0;0.0
Grandma Zhang (grandmother);;Marvel_Comics;5/2/87;;60;87;51;23;Bad;God_Eternal;221.28;631.02;0.0;1.0;0.0
Periclymenus (ancestor);;DC_Comics;21/9/91;;72;73;20;62;Good;God_Eternal;22.04;380.71;1.0;0.0;0.0
Poseidon (divine ancestor);;DC_Comics;8/12/83;;36;91;69;52;Bad;God_Eternal;161.79;978.64;0.0;0.0;0.0
Percy Jackson and Tyson (distant relatives);;DC_Comics;14/12/71;;22;95;84;26;Good;Mutant;140.43;207.5;0.0;0.0;0.0
Franklin Richards;Franklin Richards;Dark_Horse_Comics;19/2/41;Agility, Animation, Astral Projection, Dimensional Awareness, Duplication, Durability, Energy Blasts, Energy Manipulation, Flight, Force Fields, Grim Reaping, Illusions, Immortality, Intelligence, Invulnerability, Longevity, Matter Manipulation, Mind Control Resistance, Molecular Manipulation, Precognition, Reality Warping, Stamina, Super Speed, Super Strength, Telekinesis, Telepathy, Telepathy Resistance, Teleportation, Time Manipulation, Time Travel;71;35;23;84;Neutral;God_Eternal;57.08;26.44;0.0;0.0;0.0
Franklin Storm;Dr. Franklin Storm;Other;3/6/57;;75;21;52;35;Neutral;Other;27.32;57.0;0.0;0.0;0.0
Frenzy;Joanna Cargill;Lego;8/12/98;Cold Resistance, Heat Resistance, Invulnerability, Stamina, Super Strength;72;92;93;87;Neutral;Human;21.67;178.8;1.0;0.0;0.0
Frigga;Frigga;Dark_Horse_Comics;24/5/09;Magic, Super Strength;49;79;12;11;Neutral;Human;169.5;27.06;0.0;1.0;0.0
Gaara;Gaara;Other;15/7/64;Acrobatics, Agility, Biokinesis, Chi Manipulation, Duplication, Durability, Electrokinesis, Extrasensory Perception, Flight, Force Fields, Magnetism, Reflexes, Sealing, Stamina, Statistics Amplification, Super Speed, Super Strength, Terrakinesis, Wallcrawling, Wind Control;39;59;67;65;Bad;MetaHuman;41.2;669.58;0.0;0.0;0.0
Gambit;Remy Etienne LeBeau;Shueisha;30/6/71;Agility, Energy Manipulation, Psionic Powers, Telekinesis, Telepathy Resistance;34;71;86;11;Neutral;Mutant;254.24;44.72;0.0;0.0;0.0
Gamora;Gamora Zen Whoberi Ben Titan;Shueisha;23/7/70;;49;65;61;46;Bad;Other;76.36;773.5;0.0;0.0;0.0
Gandalf The White;Mithrandir;Dark_Horse_Comics;4/2/41;Animal Control, Energy Armor, Energy Blasts, Energy Manipulation, Fire Control, Fire Resistance, Intelligence, Light Control, Longevity, Magic, Mind Control, Resurrection, Stamina, Summoning, Telepathy, Weapon-based Powers, Weapons Master;26;59;51;76;Good;Alien;45.85;83.94;1.0;0.0;0.0
Gandalf;Olórin;DC_Comics;16/3/97;Animal Control, Energy Armor, Energy Blasts, Energy Manipulation, Fire Control, Fire Resistance, Intelligence, Light Control, Longevity, Magic, Mind Control, Resurrection, Stamina, Summoning, Telepathy, Weapon-based Powers, Weapons Master;93;68;49;63;Neutral;Other;22.56;737.91;0.0;0.0;0.0
Garbage Man;Richard Ethan Morse;DC_Comics;15/4/92;Accelerated Healing;56;72;36;63;Neutral;Alien;274.22;527.54;0.0;0.0;1.0
Garmadon (The Lego Ninjago Movie);Garmadon;Lego;20/10/72;Accelerated Healing, Agility, Camouflage, Cold Resistance, Darkforce Manipulation, Dexterity, Durability, Element Control, Endurance, Enhanced Hearing, Enhanced Memory, Enhanced Senses, Enhanced Sight, Enhanced Smell, Enhanced Touch, Force Fields, Heat Resistance, Insanity, Intelligence, Invulnerability, Jump, Longevity, Marksmanship, Peak Human Condition, Reflexes, Self-Sustenance, Stamina, Stealth, Summoning, Super Speed, Super Strength, Wallcrawling, Weapon-based Powers, Weapons Master;71;28;20;95;Bad;Mutant;212.08;349.37;0.0;0.0;0.0
Koko (ex-wife);;DC_Comics;12/3/43;;86;36;49;56;Good;God_Eternal;224.67;342.11;0.0;1.0;0.0
Gary Bell;Gary Bell;DC_Comics;3/1/20;Enhanced Senses, Intelligence;92;87;86;43;Bad;Human;83.29;130.82;0.0;0.0;0.0
Gemini V;Madison Jeffries;Marvel_Comics;2/1/86;;27;66;8;14;Neutral;Mutant;244.17;558.43;0.0;0.0;0.0
General Cryptor;Cryptor;Shueisha;6/9/69;;22;63;20;38;Good;Human;105.84;241.71;0.0;1.0;1.0
General Kozu;Kozu;DC_Comics;23/8/02;Accelerated Healing, Agility, Cold Resistance, Darkforce Manipulation, Dimensional Travel, Durability, Endurance, Energy Resistance, Enhanced Hearing, Enhanced Memory, Enhanced Senses, Enhanced Sight, Enhanced Smell, Enhanced Touch, Fire Resistance, Heat Resistance, Immortality, Invulnerability, Jump, Mind Control, Mind Control Resistance, Natural Armor, Omnilingualism, Peak Human Condition, Reflexes, Regeneration, Resurrection, Seismic Power, Self-Sustenance, Stamina, Stealth, Summoning, Super Strength, Telepathy, Telepathy Resistance, Toxin and Disease Resistance, Weapon-based Powers, Weapons Master;7;49;5;63;Bad;God_Eternal;219.41;420.75;0.0;0.0;0.0
General Vex;Vex;Dark_Horse_Comics;9/12/55;Adaptation, Cold Resistance, Intelligence, Law Manipulation, Longevity, Memory Manipulation, Natural Armor;26;20;62;71;Bad;Human;177.88;431.6;0.0;0.0;0.0
Zane(Formely);;Shueisha;22/9/56;;86;65;91;70;Good;MetaHuman;114.61;524.15;1.0;0.0;0.0
Blizzard Samurai(Formely);;Other;6/4/40;;45;86;23;82;Neutral;Alien;171.38;654.21;0.0;1.0;0.0
Zane;;DC_Comics;24/12/01;;100;27;70;26;Neutral;Other;118.44;472.34;0.0;0.0;0.0
Lloyd;;Marvel_Comics;20/10/60;;10;91;91;31;Bad;MetaHuman;278.9;969.9;0.0;0.0;0.0
The Ninja;;Marvel_Comics;25/8/59;;29;51;80;67;Good;Mutant;128.73;951.09;1.0;0.0;0.0
Grimfax;;Shueisha;22/1/46;;86;41;20;30;Neutral;Human;186.93;691.52;0.0;0.0;0.0
Akita;;Other;14/7/09;;78;24;10;16;Neutral;Mutant;149.51;76.07;0.0;0.0;1.0
Kataru;;DC_Comics;25/12/95;;7;73;29;70;Good;Human;269.74;678.53;0.0;0.0;0.0
General Zod;Dru-Zod;Dark_Horse_Comics;12/4/98;Accelerated Healing, Durability, Energy Absorption, Enhanced Hearing, Enhanced Senses, Flight, Hypnokinesis, Intelligence, Invulnerability, Jump, Longevity, Stamina, Super Breath, Super Speed, Super Strength, Vision - Heat, Vision - Microscopic, Vision - Telescopic, Vision - X-Ray;30;44;11;11;Bad;God_Eternal;58.07;840.2;0.0;1.0;0.0
Geo-Force;Brion Markov;Shueisha;21/2/44;Accelerated Healing, Energy Blasts, Flight, Force Fields, Gravity Control, Heat Generation, Immortality, Intelligence, Invulnerability, Marksmanship, Reflexes, Super Speed, Super Strength, Terrakinesis;75;45;83;43;Bad;Human;183.16;449.69;1.0;0.0;0.0
Ghost (MCU);Ava Starr;Shueisha;4/3/21;Intangibility, Invisibility, Phasing, Super Strength;51;86;66;67;Good;God_Eternal;186.58;556.91;0.0;0.0;0.0
Ghost Rider 2099;Kenshiro Cochrane;Dark_Horse_Comics;6/12/44;Accelerated Healing, Agility, Chain Manipulation, Dexterity, Dimensional Travel, Durability, Empathy, Endurance, Enhanced Senses, Hacking, Heat Resistance, Hellfire Manipulation, Intelligence, Invulnerability, Jump, Magic, Magic Resistance, Marksmanship, Projection, Reflexes, Regeneration, Size Changing, Stamina, Super Speed, Super Strength, Telekinesis, Toxin and Disease Resistance, Weapon-based Powers, Weapons Master;75;24;37;95;Good;MetaHuman;19.27;619.38;0.0;0.0;0.0
Ghost Rider II (MCU);Robbie Reyes;Dark_Horse_Comics;10/7/08;;6;30;44;92;Good;Mutant;119.53;66.11;0.0;1.0;1.0
Ghost Rider (King Of Hell);Johnny Blaze;Lego;21/12/44;Accelerated Healing, Agility, Chain Manipulation, Cold Resistance, Durability, Durability Negation, Empathy, Endurance, Enhanced Senses, Explosion Manipulation, Extrasensory Perception, Fire Control, Fire Resistance, Heat Resistance, Hellfire Manipulation, Illusions, Immortality, Invulnerability, Longevity, Magic, Magic Resistance, Marksmanship, Matter Manipulation, Melting, Mind Control, Mind Control Resistance, Pain Manipulation, Possession, Projection, Psionic Powers, Reflexes, Regeneration, Resurrection, Self-Sustenance, Size Changing, Soul Manipulation, Stamina, Statistics Reduction, Stealth, Summoning, Super Speed, Super Strength, Telekinesis, Telepathy, Telepathy Resistance, Teleportation, Toxin and Disease Resistance, Transmutation, Weapon Creation, Weapon-based Powers;99;55;81;40;Neutral;God_Eternal;118.35;238.07;0.0;0.0;0.0
Ghost Rider (SONY);Johnny Blaze;Shueisha;11/3/81;;53;38;86;12;Bad;Other;216.63;165.1;0.0;0.0;0.0
Giant Stone Warrior;;Shueisha;4/4/50;Adaptation, Agility, Cold Resistance, Darkforce Manipulation, Dexterity, Durability, Endurance, Energy Resistance, Enhanced Hearing, Enhanced Memory, Enhanced Senses, Enhanced Sight, Fire Resistance, Heat Resistance, Immortality, Invulnerability, Jump, Longevity, Mind Control, Mind Control Resistance, Natural Armor, Omnilingualism, Peak Human Condition, Reflexes, Regeneration, Self-Sustenance, Stamina, Summoning, Super Strength, Telepathy, Telepathy Resistance, Toxin and Disease Resistance, Wallcrawling, Weapons Master;54;70;28;81;Good;MetaHuman;134.51;17.34;1.0;0.0;0.0
Giganta;Doris Zuel;Dark_Horse_Comics;19/2/14;;85;9;75;76;Good;MetaHuman;217.99;317.92;0.0;1.0;0.0
Gilotina;Gilotina;Dark_Horse_Comics;13/4/03;Accelerated Healing, Adaptation, Agility, Immortality, Intelligence, Invulnerability, Levitation, Marksmanship, Reflexes, Stamina, Stealth, Super Speed, Super Strength, Weapons Master;6;80;63;67;Neutral;God_Eternal;273.57;131.67;0.0;0.0;0.0
Gizmo;Mikron O'Jeneus;Marvel_Comics;30/12/37;Flight, Illumination, Intelligence, Jump, Stealth, Vision - X-Ray, Wallcrawling, Weapon-based Powers, Weapons Master;81;97;8;79;Bad;Human;185.43;388.74;0.0;0.0;0.0
Gladiator;Kallark;Shueisha;19/7/82;;95;34;28;25;Good;God_Eternal;199.04;668.77;0.0;0.0;0.0
Goblin Force;;Lego;26/8/09;;17;94;18;92;Bad;God_Eternal;206.0;96.54;1.0;0.0;0.0
Goblin Queen;Madelyne Jennifer Pryor;Lego;12/6/74;Summoning, Telekinesis, Telepathy;97;15;59;96;Good;Other;73.52;167.06;0.0;0.0;0.0
